品类,历史tradeId,历史fieldId,字段,类型,历史必填,历史saleProp,Listingify基线来源,CLI本地来源,Listingify基线判断逻辑,CLI缺失处理,create阶段,full-update阶段,incremental阶段,确认状态,CLI代码/验证入口,基线证据
套装,9666,81311,抖音参考价,文本,否,否,MDM_SPU.price_tag,本地 MDM 导出 SPU 信息.price_tag,吊牌/展示/市场价只取 SPU 吊牌价；价格区间首档数量固定 1。,SPU 吊牌价为空则留空并阻断价格场景。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4973
套装,9666,81312,抖音参考价格类型,单选,否,否,MDM_SPU.price_tag,本地 MDM 导出 SPU 信息.price_tag,吊牌/展示/市场价只取 SPU 吊牌价；价格区间首档数量固定 1。,SPU 吊牌价为空则留空并阻断价格场景。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4974
套装,9666,65204,抖音商品重量,文本,否,否,固定业务规则 + 当前模板约束,固定业务规则 + 当前模板约束,当前代码对服饰/鞋品抖音商品重量固定为 1；它不是实测重量。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4975
套装,9666,65205,抖音商家推荐语,文本,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4976
套装,9666,85709,抖音小时达标题,文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按标准文案表对应列（导购标题）取值；平台字段按长度和禁填规则处理。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4977
套装,9666,80114,抖音尺码表,多行/结构文本,否,否,APPAREL_SIZE_REFERENCE + PLM_SIZE + MDM_SKU,鞋：内置鞋表或显式本地鞋表；服饰：本地 PLM 量点 + 内置 balabala 参考表,以销售尺码为行键；抖音体重用斤，身高和量点用 cm；只保留模板存在的列。,鞋半码/缺行/凉鞋结构不明阻断；服饰 PLM 缺量点留空并阻断,主表/多平台在 create；其他支持平台表在建档回读后的 full-update,完整字段集覆盖；先合并远端快照,禁止普通增量；颜色/尺码仅作完整伴随字段,公共尺码规则有回归；逐模板待验,src/brands/balabala/size-charts.ts; src/brands/balabala/size-reference-data.ts,balabala-product-field-whitepaper.md:4978
套装,9666,65622,抖音标题,文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按标准文案表对应列（导购标题）取值；平台字段按长度和禁填规则处理。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4979
套装,9666,78033,报价方式,单选,否,否,固定业务规则 + 当前模板 options,固定业务规则 + 当前模板 options,按当前模板合法枚举选择报价方式；它不是价格数值字段。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4980
套装,9666,60010,拼多多标题,文本,否,否,业务规则 skip：拼多多标题在当前服饰/鞋品发布规则中业务禁填,业务规则 skip：拼多多标题在当前服饰/鞋品发布规则中业务禁填,拼多多标题在当前服饰/鞋品发布规则中业务禁填 不参与生成和发送；不得由 AI、旧资源或其他品类字段回填。,固定留空，不计为缺失阻断；仅记录为业务 blank。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4981
套装,9666,61398,拼多多货源地,文本,否,否,平台业务/仓配主数据 + 当前模板 options,平台业务/仓配主数据 + 当前模板 options,货源地与原产地分开，按平台配置填写。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4982
套装,9666,78111,文胸图标,单选,否,否,业务规则 skip：当前服饰类目无文胸/水杯上下文，字段不适用,业务规则 skip：当前服饰类目无文胸/水杯上下文，字段不适用,当前服饰类目无文胸/水杯上下文，字段不适用 不参与生成和发送；不得由 AI、旧资源或其他品类字段回填。,固定留空，不计为缺失阻断；仅记录为业务 blank。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4983
套装,9666,37594,无线短标题,文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按标准文案表对应列（导购标题）取值；平台字段按长度和禁填规则处理。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4985
套装,9666,42828,是否商场同款,单选,否,否,LAUNCH_PLAN 渠道属性 + 固定业务规则,本地上市计划 Excel 渠道属性 + 固定业务规则,按上市计划/渠道事实判断，缺失时遵守当前业务默认并标记。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4986
套装,9666,78112,是否婴童,单选,否,否,MDM/LAUNCH_PLAN 年龄段与品类 + 当前模板 options,MDM/本地上市计划 Excel 年龄段与品类 + 当前模板 options,根据真实年龄段/品类命中是否婴童枚举，不用鞋码或标题单独推断。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4987
套装,9666,26604,是否带帽,单选,否,否,COPYWRITING + REFERENCE_IMAGE,本地文案 Excel + 本地参考图,文案或图片明确连帽时填是，否则按模板规则填否或留空。,看不清则复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4988
套装,9666,56018,是否库存,文本,否,否,固定业务规则 + 当前模板 options,固定业务规则 + 当前模板 options,当前代码将该经营标记归一为“否”，不代表真实库存量。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4989
套装,9666,53270,是否申请新品,单选,否,否,LAUNCH_PLAN 属性/新品标记 + MDM 商品档案 + 当前模板 options,本地上市计划 Excel 属性/新品标记 + MDM 商品档案 + 当前模板 options,仅在上市计划或 MDM 明确新品标记时选择合法枚举；没有证据不默认新品。,无新品标记留空并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4990
套装,9666,80215,是否跨境出口专供货源,单选,否,否,固定业务规则 + 当前模板 options,固定业务规则 + 当前模板 options,按当前代码固定为否；服饰开档事实如有专门字段再另取。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4991
套装,9666,80219,有可授权的自有品牌,单选,否,否,LAUNCH_PLAN 属性/品牌授权资料 + 当前模板 options,本地上市计划 Excel 属性/品牌授权资料 + 当前模板 options,只在上市计划、授权文件或业务标记有据时选择模板合法值。,无业务/授权证据留空。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4992
套装,9666,45097,有赞商品卖点,文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按款号/款色关联标准文案表，保留完整事实句并按平台长度规则裁剪。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4993
套装,9666,60403,材质成分(多选),多选,否,否,OCR_HANGTAG/OCR_WASHLABEL + COPYWRITING,本地图包/PDF 的可追溯 OCR + 本地文案 Excel,吊牌/洗唛合规事实优先；文案材质补充；枚举字段归一到模板值。,无吊牌/洗唛/文案证据则留空或转合规复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4994
套装,9666,43341,标语加链接的文字,文本,否,否,业务人工输入/平台运营配置；代码不从价格或标题推导链接,业务人工输入/平台运营配置；代码不从价格或标题推导链接,链接必须由业务确认目标地址、有效期和平台归属；没有可信链接就不发送。,无业务链接留空，不阻断非必填字段。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4995
套装,9666,43342,标语链接地址,文本,否,否,业务人工输入/平台运营配置；代码不从价格或标题推导链接,业务人工输入/平台运营配置；代码不从价格或标题推导链接,链接必须由业务确认目标地址、有效期和平台归属；没有可信链接就不发送。,无业务链接留空，不阻断非必填字段。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4996
套装,9666,93475,楦型,多行/结构文本,否,否,业务规则 skip：鞋品字段在服饰类目不适用,业务规则 skip：鞋品字段在服饰类目不适用,鞋品字段在服饰类目不适用 不参与生成和发送；不得由 AI、旧资源或其他品类字段回填。,固定留空，不计为缺失阻断；仅记录为业务 blank。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4997
套装,9666,1648,模板厚度,单选,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4998
套装,9666,1653,模板弹力,单选,否,否,COPYWRITING + 面料说明,本地文案 Excel + 面料说明,取文案柔软度/弹性字段或面料说明中明确弹力。,无弹力描述留空。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:4999
套装,9666,1650,模板柔软度,单选,否,否,COPYWRITING 标准文案（厚薄/柔软度/弹性/版型） + REFERENCE_IMAGE + 当前模板 options；AI 仅辅助枚举,本地文案 Excel 标准文案（厚薄/柔软度/弹性/版型） + 本地参考图 + 当前模板 options；AI 仅辅助枚举,优先取标准文案明确属性；图片仅辅助明显可见/观感属性，最终必须命中当前模板 options，不能从季节或材质硬推。,文案和图像均无充分证据时留空并人工复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5000
套装,9666,1729,模板版型,单选,否,否,COPYWRITING + LAUNCH_PLAN + REFERENCE_IMAGE,本地文案 Excel + 本地上市计划 Excel + 本地参考图,优先标准文案版型；裤装可用小类/文案确认直筒、束脚等。,无版型证据留空复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5001
套装,9666,1654,模板透气度,单选,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5002
套装,9666,27011,模板长度,单选,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5003
套装,9666,30869,模特实拍,文本,否,否,REFERENCE_IMAGE + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,本地参考图 + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,仅根据平铺图/参考图判断可见结构，再归一到当前模板合法枚举；AI 只做受控辅助。,图片不可见或证据不足时留空并转人工；不因字段名存在而默认勾选。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5004
套装,9666,86619,每次限购(件),文本,否,否,上市计划/平台运营配置 + 当前模板 options,上市计划/平台运营配置 + 当前模板 options,仅在上市计划或平台运营明确下发时填写限购；没有业务配置不自行套 5。,无业务配置留空；模板要求时转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5005
套装,9666,60644,毛重（g）,文本,否,否,MDM/仓配实测数据 + 吊牌/洗唛或人工确认,MDM/仓配实测数据 + 吊牌/洗唛或人工确认,只填写有实测或明确业务记录的数值，并按字段单位转换；商品重量、包装重量、体积不可互相推算。,无实测数据留空并转人工；不写 0 占位。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5006
套装,9666,92246,水杯说明,单选,否,否,业务规则 skip：当前服饰类目无文胸/水杯上下文，字段不适用,业务规则 skip：当前服饰类目无文胸/水杯上下文，字段不适用,当前服饰类目无文胸/水杯上下文，字段不适用 不参与生成和发送；不得由 AI、旧资源或其他品类字段回填。,固定留空，不计为缺失阻断；仅记录为业务 blank。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5007
套装,9666,1656,洗涤,多选,否,否,洗唛 OCR + 吊牌洗涤图示 + 当前模板 options,洗唛 OCR + 吊牌洗涤图示 + 当前模板 options,识别洗唛图示/文字后逐项映射到模板合法洗涤枚举；不能把通用洗护文案当图示事实。,洗唛不可读时留空并转合规人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5008
套装,9666,72775,洗涤说明,文本,否,否,固定洗护规则 + 吊牌/洗唛证据,固定洗护规则 + 吊牌/洗唛证据,服饰/鞋品通用洗涤说明使用固定合规提示；若模板需要细分枚举再以洗唛证据覆盖。,固定提示不适用当前模板时留空报警并人工确认。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5009
套装,9666,34986,流行元素(多选),多选,否,否,COPYWRITING + LAUNCH_PLAN + REFERENCE_IMAGE,本地文案 Excel + 本地上市计划 Excel + 本地参考图,优先文案/上市计划明确属性；图片只判断可见结构；枚举字段必须命中模板值。,证据不足留空并人工复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5010
套装,9666,86312,淘宝导购标题,文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按标准文案表对应列（导购标题）取值；平台字段按长度和禁填规则处理。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5011
套装,9666,90143,淘宝尺码表,多行/结构文本,否,否,APPAREL_SIZE_REFERENCE + PLM_SIZE + MDM_SKU,鞋：内置鞋表或显式本地鞋表；服饰：本地 PLM 量点 + 内置 balabala 参考表,以销售尺码为行键；身高/体重取服饰参考，肩宽/胸围/腰围/裙长等取 PLM 真实量点。,鞋半码/缺行/凉鞋结构不明阻断；服饰 PLM 缺量点留空并阻断,主表/多平台在 create；其他支持平台表在建档回读后的 full-update,完整字段集覆盖；先合并远端快照,禁止普通增量；颜色/尺码仅作完整伴随字段,公共尺码规则有回归；逐模板待验,src/brands/balabala/size-charts.ts; src/brands/balabala/size-reference-data.ts,balabala-product-field-whitepaper.md:5012
套装,9666,80764,淘宝货号,文本,否,否,MDM_SPU.spu_code；缺失时用上市计划同款号只做待核对,本地 MDM 导出 SPU 信息.spu_code；缺失时用上市计划同款号只做待核对,款号/型号以 MDM SPU 主键为准；平台货号仅在模板明确要求时用同款主码。,无 SPU 款号直接阻断；上市计划值只能作为核对线索。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5013
套装,9666,68485,爱库存全网最低价链接,文本,否,否,业务人工输入/平台运营配置；代码不从价格或标题推导链接,业务人工输入/平台运营配置；代码不从价格或标题推导链接,链接必须由业务确认目标地址、有效期和平台归属；没有可信链接就不发送。,无业务链接留空，不阻断非必填字段。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5014
套装,9666,68484,爱库存标题,文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按标准文案表对应列（导购标题）取值；平台字段按长度和禁填规则处理。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5015
套装,9666,89792,爱库存款号,文本,否,否,MDM_SPU.spu_code；缺失时用上市计划同款号只做待核对,本地 MDM 导出 SPU 信息.spu_code；缺失时用上市计划同款号只做待核对,款号/型号以 MDM SPU 主键为准；平台货号仅在模板明确要求时用同款主码。,无 SPU 款号直接阻断；上市计划值只能作为核对线索。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5016
套装,9666,56050,礼盒内容,文本,否,否,上市计划/包装配置 + 人工确认 + 当前模板 options,上市计划/包装配置 + 人工确认 + 当前模板 options,按实际包装配置命中模板枚举；未提供包装信息不默认礼盒。,无包装证据留空并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5017
套装,9666,46708,穿着方式,文本,否,否,REFERENCE_IMAGE + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,本地参考图 + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,仅根据平铺图/参考图判断可见结构，再归一到当前模板合法枚举；AI 只做受控辅助。,图片不可见或证据不足时留空并转人工；不因字段名存在而默认勾选。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5018
套装,9666,1638,童装产地,文本,否,否,MDM 生产/经销主数据 + 吊牌/洗唛 OCR + LAUNCH_PLAN 产地字段,MDM 生产/经销主数据 + 吊牌/洗唛 OCR + 本地上市计划 Excel 产地字段,按字段是国家、地区还是平台发货地分别归一；产地不等于发货地。,无可信产地证据留空并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5019
套装,9666,94389,羽绒服洗涤说明,单选,否,否,吊牌/洗唛 OCR 下羽绒证据 + 当前模板枚举,吊牌/洗唛 OCR 下羽绒证据 + 当前模板枚举,仅当吊牌/洗唛或文案存在羽绒证据时选择当前模板“羽绒服洗涤说明”；无羽绒证据必须空。,无羽绒证据固定留空，不转成普通洗涤说明。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5020
套装,9666,34992,衣长,文本,否,否,COPYWRITING + REFERENCE_IMAGE + PLM_SIZE,本地文案 Excel + 本地参考图 + PLM_SIZE,优先文案衣长描述；结构表中的衣长数值只进尺码表，不反推款式档位，除非规则明确。,无证据留空复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5021
套装,9666,28469,衣门襟,文本,否,否,REFERENCE_IMAGE + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,本地参考图 + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,仅根据平铺图/参考图判断可见结构，再归一到当前模板合法枚举；AI 只做受控辅助。,图片不可见或证据不足时留空并转人工；不因字段名存在而默认勾选。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5022
套装,9666,42777,衣门襟(多选),多选,否,否,REFERENCE_IMAGE + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,本地参考图 + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,仅根据平铺图/参考图判断可见结构，再归一到当前模板合法枚举；AI 只做受控辅助。,图片不可见或证据不足时留空并转人工；不因字段名存在而默认勾选。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5023
套装,9666,55468,规格参数,文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按款号/款色关联标准文案表，保留完整事实句并按平台长度规则裁剪。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5024
套装,9666,30530,设计师说,多行/结构文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按款号/款色关联标准文案表，保留完整事实句并按平台长度规则裁剪。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5025
套装,9666,92408,详情页AI标注,单选,否,否,REFERENCE_IMAGE + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,本地参考图 + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,仅根据平铺图/参考图判断可见结构，再归一到当前模板合法枚举；AI 只做受控辅助。,图片不可见或证据不足时留空并转人工；不因字段名存在而默认勾选。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5027
套装,9666,30338,详情页标题,文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按标准文案表对应列（推荐理由/FAB/细节文案）取值；平台字段按长度和禁填规则处理。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5028
套装,9666,28174,详情页面料,文本,否,否,OCR_HANGTAG/OCR_WASHLABEL + COPYWRITING,本地图包/PDF 的可追溯 OCR + 本地文案 Excel,从真实成分和文案面料名称归一；抖音字段必须命中抖音面料材质枚举。,无证据留空并复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5029
